Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB,A great university located along the California coast!,34.416929,-119.845991,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara",https://www.history.ucsb.edu/wp-content/uploads/LagoonFall20141.jpg
San Francisco,"San Francisco, officially the City and County of San Francisco, is the cultural, commercial, and financial center of Northern California.",37.79485633,-122.4145996,https://en.wikipedia.org/wiki/San_Francisco,https://cdn.britannica.com/13/77413-050-95217C0B/Golden-Gate-Bridge-San-Francisco.jpg
Beijing,"Beijing, sprawling capital of China, which has history stretching back three millennia.",39.91221789,116.3933043,https://en.wikipedia.org/wiki/Beijing,https://geip.sg/wp-content/uploads/2019/09/beijing.jpg
Shanghai,"Shanghai, on central coast of China, is the important global financial hub of the country.",31.19782765,121.4626653,http://en.wikipedia.org/wiki/Shanghai,https://www.globalblue.com/images/article911962.ece/alternates/LANDSCAPE2_970/Shanghai-645711968-RGB_970x643.jpg
Paris,"Paris, capital of France, is a major European city and a global center for art, fashion, gastronomy and culture.",48.85431998,2.334011722,https://en.wikipedia.org/wiki/Paris,https://wikitravel.org/upload/shared//archive/6/6f/20140924210726%21Paris_Banner.jpg
Indiana,Indiana is a U.S. state in the Midwestern and Great Lakes regions of North America.,40.19960825,-86.17972463,https://en.wikipedia.org/wiki/Indiana,https://media.istockphoto.com/photos/aerial-view-of-indianapolis-downtown-indiana-picture-id1202952168
